,0,1
13,replay,"

(JH) Noona is so pretty
Guys won’t leave her alone
Her heart’s shaking – I know her true feelings
(ON) My love for her is just an instant feeling
Whatever anyone says, she’s my life

(ALL) Perhaps she’s uncomfortable
(KY) Her gazing eyes tell me so
(ALL) and I think I’m gonna hate it girl, the end is coming
(JH) It’s the heart speaking, whatever anyone says

(ALL) Noona is so pretty
Looking at her I go crazy
But now I’m getting tired
Replay x3
Memories scratch at my heart
Oh my heart aches, so fix it
The farewell is approaching
Replay x3

(ON) Noona is my M.V.P *most valuable player*
People are envious and I feel great
Always the center of her gaze
I’m so cool for being together with her
(JH) “Please don’t let go of this hand”
That’s my promise
(ON) I know that’s been a lie for a moment

(ALL) Perhaps to her, I’m nice but no fun
(KY) Her gestures are telling me that’s the issue
(ALL) and I think I’m gonna hate it girl
The end is coming
(JH) My heart is yelling, in front of the farewell

(ALL) Noona is so pretty
Looking at her I go crazy
Make up, shake up, break up
Memories scratch at my heart
Oh, my heart aches, so fix it
At the approaching farewell I
Make up, shake up, break up

Ah ah, beautiful girl
Ah ah, still with someone else
It’s obvious that she hasn’t known the distinct taste of true love
Ah ah, Sadly, that girl
Ah ah, Can’t accept my feelings of genuine love

(ALL) Noona is so pretty
Looking at her I go crazy
But now I’m getting tired
Replay x3
Memories scratch at my heart
Oh my heart aches, so fix it
The farewell is approaching
Replay x3

Noona is so pretty
Looking at you I go crazy
(MH) Uh, Our love
Crazy
But now I am tired
Uh I just go crazy ‘cuz
Replay x3
(KY) I I I love you gurl
Memories scratch at my heart
Oh, my heart aches, so fix it
Uh, my heart aches
Fix it
At the approaching farewell I
(MH) Yo I wanna hold U girl
Replay x3
I I I love you

Noona is so pretty
(I keep thinkin ’bout you)
Noona is so pretty
(I keep dreaming ’bout you)
Have you tasted sincere love?
Noona is so pretty
(I keep thinkin ’bout you)
Noona is so pretty
(I keep dreaming ’bout you)
You’ve got my sincere love

"
14,get-the-treasure,"

The target is only you (Keep your head)
It’s all or nothing, what will you do? (OK)
Without hesitation take your move (Alright)
Get the treasure
The roulette wheel is spinning (Keep your head)
Win or lose? Which one will it be? (OK)
Fate is up to you (Alright)
Get the treasure

First break through the emergency lines
Jump over the border
In a bold step
The critical moment is just around the corner
Like an imminent chaser
After sweeping out, escape

Shake the world with a spectacular mission
Until the end stay cool and take it easy, so you can complete it
A diamond worth 1.000.000 dollars
Tonight for sure we are going to obtain it

Baby, is love the winner? (OK)
Or the loser? (Alright)
If you want a magnificent success
Let’s pursue the hot T (Ah ha)
Let’s get the treasure (That’s right)
Because I can fulfill it

(Hey) The target is only you
(OK) It’s all or nothing, what will you do?
(Alright) Without hesitation take your move
Get the Treasure
(Hey) The roulette wheel is spinning
(OK) Win or lose? Which one will it be?
(Alright) Fate is up to you
Get the Treasure

There is no time to hesitate, no no
In the blink of an eye, it’s over
Time is money
Life is just a mirage
But love is the only thing
That it does not surrender

The door of the basement where the treasure lies
Let’s unlock the last security together
The darkness that shines in the cat’s eyes
That eye is only for me

Baby love is a dreamer (OK)
A sniper dreaming (Alright)
If you want something more romantic
Come to my side (Ah ha)
Let’s get the treasure (That’s right)
Because I will give you a sweet kiss

(Hey) The target is only you
(OK) It’s all or nothing, what will you do?
(Alright) Without hesitation take your move
Get the treasure
(Hey) The roulette wheel is spinning
(OK) Win or lose? Which one will it be?
(Alright) Fate is up to you
Get the treasure

Wine, a car, a house in the sky
We can buy everything except you
It is meaningless if I am alone
I want to share this gorgeous flavor
Are you ready or not? (Hey)
What you waiting for? (Hey)
This is SHINee FIVE
And we’re right by your side

Shake the world with a spectacular mission
Until the end stay cool and take it easy, so you can complete it
A diamond worth 1.000.000 dollars
Tonight for sure we are going to obtain it

Baby, is love the winner? (OK)
Or the loser? (Alright)
If you want a magnificent success
Let’s pursue the hot T (Ah ha)
Let’s get the treasure (That’s right)
Because I can fulfill it

(Hey) The target is only you
(OK) It’s all or nothing, what will you do?
(Alright) Without hesitation take your move
Get the treasure
(Hey)The roulette wheel is spinning
(OK) Win or lose? Which one will it be?
(Alright) Fate is up to you
Get the treasure

"
15,wish-upon-a-star,"

I held tight onto this time
This moment that seemed would last forever
The break up that followed love
Pushes me out as if it was planned
You always smiled
My foolishness makes me think that you’ll still greet me
My love left for a faraway journey
Now it’s the end

When my tears (my tears)
Become starlight (following the memories)
And shine brightly over there
Maybe you’ll see from somewhere
So every night, I become the starlight and shine

Memories of wanting to find you
Give me hope that you might return
But my hopes can’t endure
I guess it’s really over

Traces that resemble you
Stop me (stop me)
They say it’s no use even if I wait

When my tears (my tears)
Become starlight (following the memories)
And shine brightly over there
Maybe you’ll see from somewhere
So every night, I become the starlight and shine

In the sky (resembles you)
The countless stars
They’re my longing of not being able to reach you

Tears hide the starlight

When my sadness (my sadness)
Become rain (with the memories)
And fall in your heart
Maybe you’ll come back to me
So today, I become rain and fall

"
16,beautiful-life,"

The alarm isn’t ringing
I’m alone again today
Can’t I see you
Next to me ever again?
You, who were like the dazzling weather (your appearance)
Your bright face
They are now parts of old memories
Saying I have one wish
In the picture on the table, you are smiling
Every day we kissed
And spent time together
But now it’s getting forgotten

Just one word, just one word (one word, just one word)
You can get angry and upset (just one word)
If I can go back I would hold your hand
So you wouldn’t look back
Please just one moment

Just one word, just one word
Just one word, just one word

You used to lay on my lap
You said the light
Was so beautiful
They’re not leaving my head

Out of the many people you shined the most
Everyone stared at you
The kiss on your red lips, your warm hands and feet
They won’t leave me

Just one word, just one word (one word, just one word)
You can get angry and upset (just one word)
If I can go back I would hold your hand
So you wouldn’t look back
Please just one moment

Just one word, just one word
Just one word, just one word

Your scent that comes over with the wind
Your cheek that I touch is so cold
I can’t believe it
I’m seeing you again
It’s a beautiful Beautiful Life

Hmm, hey
Oh
It’s a beautiful

Just one word, just one word (one word, just one word)
You can get angry and upset (just one word)
If I can go back I would hold your hand
So you won’t ever leave (ever)
Please just one moment

Beautiful Beautiful
Beautiful Life (oh Beautiful Life)
Beautiful Beautiful
Beautiful Life (oh beautiful yeah)
Beautiful Beautiful
Beautiful Life (oh so beautiful day)
Beautiful Beautiful (it’s a Beautiful Life)
Beautiful Life (Life)

"
17,rescue,"

I don’t like the word love
You used to say
Oh girl
No one understood you
Only I knew those painful words
And the meaning behind them
It’s hard to say with words
These emotions are whirling around
Losing all my control
It started with you
And only you can end this heart
Save me
All I’ve got is you
And I’m so into
Now I can finally breathe
Girl you’re my
Dream come true
The criminal of the night is alive
Let me feel your body temperature
Baby you’re my Rescue
Only you can take me out
Only you can make my blood circulate
Only you are the way to being rescued
You’re my rescue, you’re my rescue
I’m running out of breath
On top of the blue ocean
I’m a lone drifting boat
I want you as if I’m thirsty
Oh baby, come here
Every place you touch
It’s mysterious, you make me soft
Losing all my control
My body gets hot
My lips get red
Like I’m born again
All I’ve got is you
And I’m so into
Now I can finally breathe
Girl you’re my
Dream come true
The criminal of the night is alive
Let me feel your body temperature
Baby you’re my Rescue
I’ll hold you tight
Only this place is safe
I wanna stay by your side
The way you are way
You are way you are
So this love won’t crumble
I won’t go anywhere
I wanna stay by your side
The way you are way you are
All I’ve got is you
And I’m so into
Now I can finally breathe
Girl you’re my
Dream come true
The criminal of the night is alive
Let me feel your body temperature
Baby you’re my Rescue
Only you can take me out
Only you can make my blood circulate
Only you are the way to being rescued
You’re my rescue, you’re my rescue

"
18,if-you-love-her,"

When he said to me
“I heard you are a good friend”
It hurt so much
I hated you but was jealous, you guys looked good
Who am I to be relieved?
I’d be sorry if I hated the person next to you
Because you look so happy next to him

If you love her
If you want her
More beautiful than flowers
You have to love her more
If you love her
If you need her
Tell her without holding back

If you love her
If you love her

I see a lot of sides of you
That I haven’t known before
I didn’t know that you could be so child-like
(I didn’t know)

You’re so pretty, it hurts, you’re so lovable
These feelings make me feel smaller
You became someone I cannot love
But you’re looking at me and smiling

If you love her
If you want her
More beautiful than flowers
You have to love her more
If you love her
If you need her
Tell her without holding back

If you love her
If you love her
If you love her

Oh yeah

If you love her
If you want her
Don’t ever let go
Of her hands (oh yeah)
If you love her
If you need her
Don’t give me a chance

If you love her
If you love her
Oh if you love her
If you love her

If you love her
(If you love her
If you love her)
If you love her (woo)
If you love her
If you love her

Woo woo woo woo woo woo woo

"
19,1-of-1,":

Just like each minute and each second are different
Day by day, you become new
You’re the first of the first
That means you’re the only one

Your voice that calls out to me
Lightly comes and slips into my ear
Your touch that I can feel in my hands
Brings me to the dazzling world that I’ve never been in before

You’re 1 of 1 girl
Only one
You are my answer, without a doubt
You’re 1 of 1 girl
It’s perfect
You’re already incomparable
You’re the only meaning of my world

A person like you has a name of Only One
As if you’ve put on the perfect color, yeah
Like a sweet song that passes my ear
You perfectly match, I keep singing about you

Like the feeling I felt for the first time, always replay (replay)
Your love newly shines
Once again, I’m fallin, fallin for you (come here)
I could never get sick of saying I love you

A sweet kiss
Footsteps that only match each other
Without any warning, our eyes met
Why are you so beautiful?
(Let’s go) You’re my baby

You’re 1 of 1 girl
Only one
You are my answer, without a doubt
You’re 1 of 1 girl
It’s perfect
You’re already incomparable
You’re the only meaning of my world

1 of 1 girl
Only one
You fill me up without any empty spots
You’re 1 of 1 girl
It’s perfect
You’re irreplaceable
You’re the only meaning of my world

I’m so deeply into you, I’m changing
When my heart, that is lit up with your light, rises up
I will shine on you

You’re 1 of 1 girl
Only one
You are my answer, without a doubt
You’re 1 of 1 girl
It’s perfect
You’re already incomparable
You’re the only meaning of my world

1 of 1 girl
Only one
You fill me up without any empty spots
You’re 1 of 1 girl
It’s perfect
You’re irreplaceable
You’re the only meaning of my world

You’re 1 of 1 girl
You’re 1 of 1 girl
You are my answer, without a doubt
You’re 1 of 1 girl
(1 of 1 girl 1 of 1)
You can’t be compared with anyone else
One & Only I only want you

"
20,feel-good,"

There’s a sound of a new light spreading into my world
A foreboding of something unusual
An unbelievably strong attraction
It feels like dreaming
Just a little closer baby
Beyond the beautiful light
Beyond the bright light (You)
Even just for a little bit
If we make eye contact, oh
I want to give you the feeling of butterflies
That envelops me and this heavenly feeling baby

Will you overcome the time
(Will you overcome the time)
When we didn’t know each other
(When we didn’t know each other)
And come to me closer than anything in the world
(Come to me)
Like chocolate (Like chocolate)
It’s a sweet emotion (It’s a sweet emotion)
I will give you everything
That I can, eh eh woo woo

I can make you feel good
(My eyes, you want it)
I can make you feel good
(This warmth, I got it)
I can make you feel good
(My caress, you want it)
I can make you feel good
(This scent, I got it)

It beats like a gift from God
This heartbeat echoes like a melody
Something about you is different, girl I need ya
Aren’t you curious about this amazing feeling

I take one more step to you
It’s not a fantasy, it’s true
(Oh yeah) I’ve gone blind to your light
(Oh yeah) You revolve around me

Will you overcome the time
(Will you overcome the time)
When we didn’t know each other
(When we didn’t know each other)
And come to me closer than anything in the world
(Come to me)
Like chocolate (Like chocolate)
It’s a sweet emotion (It’s a sweet emotion)
I will give you everything
That I can, eh eh woo woo

I can make you feel good
(My eyes, you want it)
I can make you feel good
(This warmth, I got it)
I can make you feel good
(My caress, you want it)
I can make you feel good
(This scent, I got it)

Make you feel good
(I can make you feel good)
Make you feel good
(I can make you feel good)

It’s indescribable in any language

I can make you feel good
(My eyes, you want it)
I can make you feel good
(This warmth, I got it)
I can make you feel good
(My caress, you want it)
I can make you feel good
(This scent, I got it)

Make you feel good
(I can make you feel good)
Make you feel good
(I can make you feel good)

"
21,lipstick,"

The coral light ocean
The dried rose petals
Everything is a gift for you
Color yourself with a beautiful color
Paint it several times
On your small lips, yeah
The moonlight scatters past the darkened lights
Shining on you, who quietly closes your eyes

I want your lipstick, your color
I want your lipstick, so beautiful, ooh baby
When your lips (Eh) shine (Eh)
I want to know your heart
So I’m approaching you

I want to see you colored with
The orange sun
The red sunset
I’m telling you
I dream of you
Filled with all the colors of the world
The moment I reach you, I close my eyes

The colors ecstatically spread as if I’ll go blind
(Oh beautiful)
Only you are the end of this dizzy feeling

I want your lipstick, your color
I want your lipstick, so beautiful, ooh baby
When your lips (Eh) shine (Eh)
I want to know your heart
So I’m approaching you

Oh I wanna give you
All the colors that fill up my heart
I’m confessing my love one by one
It’s all about you, baby
I’ll give my heart only to you

I want your lipstick, your color
(Lipstick baby)
I want your lipstick, so beautiful, ooh baby
When your lips (Eh) shine (Eh)
I want to know your heart
We become the same color (All over me yeah)

Uh, on top of your lips that drink up the moisture
The lipstick is on as if it’ll slip off (Tonight)
You look at me, then you close your eyes
They slightly tremble and a
Strange vibration comes into my heart
(I wanna kiss you baby)
Uh, we are sharing the same color
The color of this fluttering heart
Gets thicker with your red lips
We’re getting closer, our hearts are getting more sensitive

I can’t hold it in
(Hoo)
Give it to me, give it to me
Give it, give it to me yeah
(Hoo)
Give it to me, give it to me
Give it, give it to me yeah (I wanna kiss you baby)
(Hoo)
Tonight, yeah
Oh, you and I (Yeah yeah yeah)
Become the same color

Lipstick, baby tonight

"
22,shift,"

I saw you from the beginning
I was circling you at night
During all that time
I couldn’t catch you, you’re like air
It’s slowly crumbling down
The wall between you and me
It’s like a SHIFT in you and I
We feel the same thing, because it’s us
Come close
I see your heart
Just like this, with you
I wanna run away somewhere tonight
Your eyes are different
I feel the atmosphere getting special
You and me, we’re past the dimensions
We know something has started
I saw you from the beginning
I was circling you at night
During all that time
I couldn’t catch you, you’re like air
It’s slowly crumbling down
The wall between you and me
It’s like a SHIFT in you and I
We feel the same thing, because it’s us
Get it together (Oh)
Get it together (Oh)
Run away with me (With me)
The small world between us has changed
Let’s not rush
Girl, the choice is up to you (Uh)
Let’s never stop
We both know what we want
Oh
SHIFT in you and I
SHIFT in
SHIFT in
It’s slowly crumbling down
The wall between you and me
It’s like a SHIFT in you and I
We feel the same thing, because it’s us
Come close
I see your heart
Just like this, with you
I wanna run away somewhere tonight

"
23,u-need-me,"

Look at me, here I am
In the shaking, night sky
From the beginning
It shined even brighter, Sirius
I’ll be anything you want me to be
More than that
So you can always find me
I’ll follow
I’ll follow
Baby girl (My girl)
When the hot sun goes down
I will go to meet you
When darkness comes, U Need Me
You don’t have to say it, I’ll play it
I’ll shine it all on you without holding back
At the end of our day, U Need Me
It’s a new beginning, just feel it
Just like how your eyes told me
When you feel it all (any anything)
U Need Me
You shine through the darkness
White waves of water wash over me
Stepping on different shadows
Now we resemble each other, we’re getting fierce
I’ll be anything you want me to be
More than that
So you can always find me
I’ll follow
I’ll follow
Baby girl (My girl)
I’ll be with you
So you won’t be sad anymore
When darkness comes, U Need Me
You don’t have to say it, I’ll play it
I’ll shine it all on you without holding back
At the end of our day, U Need Me
It’s a new beginning, just feel it
Just like how your eyes told me
When you feel it all (any anything)
U Need Me
(I don’t care)
I don’t care
Our own universe
U Need Me
(Shoo uh yeah yeah)
(I don’t care)
You recognized me
So I’ll show you my everything
Alright
Yeah
Even brighter, a little closer
Only you pull me in
I always want to live in the same place
Always in your dream, in your heart
Even brighter, a little closer
Only you pull me in
I always want to live in the same place
Always in your dream, in your heart
(Oh) Baby girl
I’ll bring you home
So you won’t be lost anymore
When darkness comes, U Need Me
You don’t have to say it, I’ll play it
I’ll shine it all on you without holding back
At the end of our day, U Need Me
It’s a new beginning, just feel it
Just like how your eyes told me
When you feel it all (any anything)
U Need Me
When darkness comes, U Need Me
You don’t have to say it, I’ll play it
I’ll shine it all on you without holding back
At the end of our day, U Need Me
It’s a new beginning, just feel it
Just like how your eyes told me
When you feel it all (any anything)
U Need Me

"
24,stand-by-me,"

[Onew] Stand by me, look towards me
Even though I don’t know love yet
[Jonghyun] Stand by me, guard over me
Because I am still clumsy at love

[Onew] My feelings get better as I look at you
I find myself randomly singing
[Key] I want to buy a single rose
The side of myself is so new

[Jonghyun] As my heart becomes closer to you
The world becomes more beautiful
[Onew] If you feel my nervousness
Will you wait just a little bit?

[All] Together make it love
Forever make it your smile
[Key] Filled with your bright smile
[All] Together make it love
Forever make it your smile
[Jonghyun] Now hold my hands

[Key] Stand by me, look towards me
Even though I don’t know love yet
[Onew] Stand by me, guard over me
Because I am still clumsy at love

[Key] The more I get to know you, my heart quivers
All I can do is smile
[Jonghyun] Should I try to kiss you?
Will it get me a little closer to your heart?

[Onew] Could this feeling be love?
I’m still shy
[Key] I haven’t even taken a single step towards you
So please wait for my love

[All] Together make it love
Forever make it your smile
[Key] Filled with your bright smile
[All] Together make it love
Forever make it your smile
[Onew] I will slowly warm up to you, step by step

[Jonghyun] Stand by me, look at me
Somehow I want to be closer to you
[Onew] Stand by me, guard over me
I want to seem a bit cooler to you

[Onew] I didn’t know at first
[Key] How to begin to love
[Jonghyun] I still don’t know my heart
But I love you

[All] Together make it love
Forever make it your smile
[Onew/Key] Filled with your bright smile
[All] Together make it love
Forever make it your smile
[Onew/Jonghyun] Now hold my hands

[All] Stand by me, look towards me
[Key] I don’t know love yet
[All] Stand by me, guard over me
[Onew] Because I am still clumsy at love

"
25,one,"

The morning sunlight is like you
It might be a little childish, but I like it
If I’m by your side when you wake me up
I have nothing more to wish for
I want to see you
Don’t think that we can’t love because we’re young
Before it’s too late
Before I grow older, can you hold onto me?

I love you only, as much as the sky
You truly are the reason I live
I really, really, I want to hug you like crazy
We’re still going too fast, right?

Whenever I meet eyes with her
I wonder if the smile that grows on my face
Might reach a corner of your heart
I whisper into the beautiful ear
Inside of your uncertain heart
My feelings of love for you

I’ll be taking you
Girl, I know without you
Without you, I miss you
I’ll long for you forever
My feelings of desire and hope
My love that grows deep again
I can no longer hide them
You are me, girl

My heart will catch you and not let you go
Can you feel it as well?
Before, oh, it’s too late
Before I grow older, can you hold onto me?

I know that your heart
Cannot come by my side yet
Can I just call you my one?

Let’s all together one, two, three, let’s begin
You are my one, my everything
I really, really, I want to love you like crazy
I can do that now, right?
I really, really, I want to love you like crazy
I can do that now, right?

"
