,0,1
10,hit-song,"What song are you listening to? Who is the singer? Who do you like these days? It changes with the weather and my feelings The song you’re listening to In your phone is good too but (Stop) Listen to the song I made for you today The title is “Pop Song” I want the song to get popular just like the title Whatcha say, whatcha doing? Just sing along for me This is a pop song, this is a pop song It must be that way, it has to be Whatever you’re eating This will make you think of me This is a pop song, this is a pop song Wherever I go, wherever I am You will think of me Pop song, pop song Pop song, pop song Pop song, pop song Pop song, pop song, pop song I know I’m not the best rapper I’m not good at delivering words But I got that something babe I don’t want to show you so easily People around you mmm They hum lightly I wrote down these lyrics every time I thought of you This is for you I hope that you listen to it seventeen times every day I hope that you know which song it is Like when the cherry trees blossom and the spring breeze blows This is for you The title is “Pop Song” I want the song to get popular just like the title Whatcha say, whatcha doing? Just sing along for me Yeah This is a pop song, this is a pop song It must be that way, it has to be Whatever you’re eating This will make you think of me This is a pop song, this is a pop song Wherever I go, wherever I am You will think of me Pop song, pop song Pop song, pop song Pop song, pop song Pop song, pop song, pop song I hope that this song is your morning alarm When the evening dawn sets I hope that this is the song that will accompany your feelings Whenever wherever you’re meeting someone Please don’t compare this song To other songs that don’t have substance It might sound funny but you have to listen You HAVE to listen This is a pop song, this is a pop song Wherever I go, wherever I am You will think of me Pop song, pop song Pop song, pop song Pop song, pop song Pop song, pop song, pop"
11,say-yes,"I want to see you I wanted to see you so much I know it’s not allowed But I try to turn back time I lean on one side of the room And call your name Say Yes But only your forgotten voice comes back Oh you’re so pretty, you’re so so soft If you still have those memories That seemed so fragile You say You say This song That you used to sing with me When you’re alone at night I stay I love you I love you I’m always waiting for you like this Tell me to just stay You, Say Yes Can you say Can you say You became my light Can you say I couldn’t let you go Even if I keep singing this melody There is no response Oh you’re so pretty, you’re so so soft I couldn’t erase those memories That seemed so fragile You say You say This song That you used to sing with me For the happy day, I pray I love you I love you I’m always waiting for you like this Tell me to just stay You, Say Yes You say You say This song That you used to sing with me When you’re alone at night I stay I love you I love you I’m missing you today like this Tell me to just stay You, say, You, say I love you Say Yes Yeah, say yeah"
12,drift-away,"Time goes by I look back on today, it seemed too long It was short but I didn’t realize it All the things that I passed by I want to see the beautiful memories That can’t be turned back Precious time flows from the watch on my wrist Memories wash away and end up as a wide ocean The past and the present flow the same way But I have regrets about missed opportunities Guess I’m still far from becoming an adult Or no, I just don’t want to, guess I’m acting like baby Unknown days keep washing down Because I can’t hold on I let the time take control and let it wash me away All the trivial things that keep washing away You’re already so far away inside You who’d lean on me during hard times Walking slowly and heavily And then you became a part of my memories Happiness oh oh and sadness oh oh Am I wrong for hoping That all of it would come back to me? We are washed away, washed away Washed away in this time Washed away, washed away We are washed away, washed away Washed away in this time Washed away, Washed away If I look back hoping I would see you I keep bumping into things in front of me I get brused and hurt I just can’t help it Yeah Out of countless words The word “miss” somehow Makes my memories even more real But they wash away and the next thing comes to me I will naturally adjust myself to the present Within some memories there is pain or regrets In another memory I have excuses for feeling bad They cleanly wash away, and the only thing that’s left Are happy feelings All the trivial things that keep washing away You’re already so far away inside You who’d lean on me during hard times Walking slowly and heavily And then you became a part of my memories Happiness oh oh and sadness oh oh Am I wrong for hoping That all of it would come back to me? We are washed away, washed away Washed away in this time Washed away, washed away We are washed away, washed away Washed away in this time Washed away, Washed away I’m busy today like always Wishing that the past Will come back to me Is nothing but a dream Everyone’s busy like always Wishing that the past Will come back Is nothing but a"
13,holiday,"

It's a day off. What are you doing?
Surprised me in thought
Holiday

What are you doing?
It's nice outside
Why do not you play with me Oh

Ah coconut on palm tree
Even if it is not
How about Oh

I do not want to tell you
No way to go yet
Playing with you
I like my heart

Baby maybe
I know you well
I see a little anxious eyes

Baby Baby Cause you
From one to ten
My heart prepared for you

Grab your hand
Go Go anywhere
Anytime you're always by my side

Between people
Swim and swim
Let's go

Oh oh oh oh oh oh oh oh
Holi Holi Holi Holiday

Holi Holi Holi
Holi Holi Holiday

Holi Holi Holi
Oh oh oh oh oh oh oh oh

Ocean view in front of Ay
You Only Malibu
Anywhere in the photo
You are there

I do not want to tell you
No way to go yet
Playing with you
I like my heart

Baby maybe
I know you well
I see a little anxious eyes

Baby Baby Cause you
From one to ten
My heart prepared for you

Grab your hand
Go Go anywhere
Anytime you're always by my side

Between people
Swim and swim
Let's go

Oh oh oh oh oh oh oh oh
Holi Holi Holi Holiday

Holi Holi Holi
Holi Holi Holiday

Holi Holi Holi
Oh oh oh oh oh oh oh oh

Today is my day
On your day
Throwing everything
I'll make you happy

With both hands and with you
Paradise anywhere

Here is Paradise
I need more

You and me are all right with you
Oh my baby

Grab your hand
Go Go anywhere
Anytime you're always by my side

Between people
Swim and swim
Let's go

Oh oh oh oh oh oh oh oh
Holi Holi Holi Holiday

Holi Holi Holi
Holi Holi Holiday

Holi Holi Holi
Oh oh oh oh Oh oh oh oh

"
14,come-to-me,"

To me
To me

To me you
Deep forest wood
In your
Thank you for breathing too much

When in the shade
Spread branches
Give light
In warmth

My sorrow melts
Comfort for you
I want to be
When you are strong

To me
Come to me
To me
Like I was expecting you

Sadness that melted away like snow
My tears on your skirt
Thank you for the time I've kept me
I'm all right with you
To me

You are my only tree
A heart that never changes

I will turn your week
I was really happy
Always watching me

Sorrow melts
Comfort for you
I want to be
When you are strong

To me
Come to me
To me
Like I was expecting you

Sadness that melted away like snow
My tears on your skirt
Thank you for the time I've kept me
I'm all right with you
To me

To me
My comfort
If you can go to

My wish is
This is enough

To me
Come to me
To me
Like I was expecting you

The joy that grows every moment
Your tears stay on my skirt
Thank you so much for your time together
I'm all right with you
To me

"
15,our-dawn-is-hotter-than-day,"

Our night is countless
Between the stars and the sand
On the sound of a fireball that shoots firecrackers
Our laughing smile

Far away moonlight
Become our lights
Wind-blowing
When I am spreading from me to you
My tears are gone

It's gone
With both hands tightened
Fill the sky with stars
Shine on us

Until the sun rises ah
We keep burning ah
At this moment, with a smile
Batem Touch to you
Our dawn is hotter than day
Until morning

Oh Summer Summer
Summer Summer Oh
Carving us in the summer night
Oh Summer Summer
Summer Summer Oh
How about when I get back?

Oh Oh
What about then
Oh Oh Oh
What about then

Night All Sleep
Is it beautiful
Your smile with the moonlight
Shine a dark night
Laughter
Tickle your ears

All out
Into the wild
Do not meet their standards
This time
Our dawn is hotter
When the day is bright
The world is ours

That far away light
Being our memories
Full wave
In our writing we left it under
Carve each other's names

Our dawn is hotter than day
Until morning

Oh Summer Summer
Summer Summer Oh
Carving us in the summer night
Oh Summer Summer
Summer Summer Oh
How about when I get back?

Oh Oh
What about then
Oh Oh Oh
Then, then

Leave you by your side
Save it
I love you Oh

Laugh every day
Like now
Beautiful road

Our dawn is hotter than day
Until morning

My heart is hotter than day
As you are now

Oh Oh Oh

"
16,20,"It’s still a boring morning (Far away so far away far away so far away) The distance between me and you has no progress So far away (Far away so far away) Do you still think of me as the person before? In your small eyes I’m probably still a kid This isn’t the first time so what can I do? I can’t get over How you laugh in front of me I can’t just stay still I wanna be your morning baby From now on, be alright Spend it together, morning baby I want u to be my night Everything you think of Will become all of me Look at me and be my lady You’re my twenties Don’t try to brush past it like it’s nothing If u want me yeah if u want me I can give you my everything If I’m in your heart Without anyone knowing I have changed It’s mixed up baby I’m mixed up into you lady I didn’t know I’d be like this Because it was always just a what if (You’re Oh) Do you still think of me as the person before? In your small eyes I’m probably still a kid This isn’t the first time so what can I do? I can’t get over How you laugh in front of me I can’t just stay still I wanna be your morning baby From now on, be alright Spend it together, morning baby I want u to be my night Everything you think of Will become all of me Look at me and be my lady You’re my twenties When you look at me, you’re so beautiful I want to tell you All of you that I see I want to cherish it Just come to me I want you to want me baby I wanna be your morning baby From now on, be alright (until always) I’ll show you how I only think of you Don’t try to brush past it like it’s nothing If u want me yeah if u want me I can give you my everything If I’m in your"
17,thanks,below)
18,if-i,"If the word I said countlessly came true If I If I If I The to do List Because I couldn’t do it Its meaning is completely changed If I If I If I Yeah I don’t want to calculate The widened angle between us If I If I If I If I If I If I If I If I If I I’m late but Even now, my eyes and mouth are full of you A day passes and the regret is too deep I’m drowning in it If I could If I could If I could I’ll do whatever If I didn’t let go of your hand then Would we be still holding on to each other still If I If I If I If I If I If I Before your small scars gather and become big If I had recognized them first If I If I If I If I If I If I Where you going, where are you going Why do I feel my grip loosening My fist holding onto the edge of your clothes, why am I losing strength Our path, our promise to be together Is already thwarted and you walk away, turning your back on me It reduces to a single dot It’s too empty outside of that interest I hope that that dot Comes back before me and turns into you If I could If I could If I could I’ll do whatever If we can walk this path together again I want to hold your hands and give you warmth If I hold your cheeks with warmed hands Will you smile again for me Then let’s do If I If I If I If I If I If"
19,swimming-fool,"I’ve fallen into you I’m struggling because of you My movements become slower And I’m starting to suffocate I’m a swimming fool I want to not think of you sometimes I think I’m gonna go crazy when I think of you But it’s not as easy as It’s easier said than done Whatever La lala lalalala Hit me hit me up Ring ring ring ring I call My mouth curls The moment I pick up my mouth curls When you want to hear about my heart Throw your hands up Throw your hands up Throw your hands up I’ve fallen into you I’m struggling because of you My movements become slower And I’m starting to suffocate I’m a swimming fool Tantalizing feel that soaks from the tip of my toes I twitch once The heart dances, badum tss I throw my body, I’ve fallen for you Stupid I’m always soaked in this feeling The light shining because of you is hot I want to keep swimming We are always tied together, tightly Hit me hit me up Ring ring ring ring I call My mouth curls The moment I pick up my mouth curls When you want to hear about my heart Throw your hands up Throw your hands up Throw your hands up I’ve fallen into you I’m struggling because of you My movements become slower And I’m starting to suffocate I’m a swimming fool I’ve fallen into you I’m struggling because of you My movements become slower And I’m starting to suffocate I’m a swimming"
20,crazy-in-love,"It’s what you hear at least once when you’re young The same old story that you get crazy in love What I thought only happened in movies or TV shows Something like that is happening to me too Hey Woo-woo-huh-yeah The lyrics that say they cried a lot because of you I didn’t understand before but I understand now It started as one strand and it sprouted into an emotional fireworks Blah-lah-lah I can’t resist, I’ll say anything in front of you Blah-lah-lah When I’m talking about love woo When you’re talking about love woo We may be apart but we have faith Thinking about us woo When I’m talking about love woo When you’re talking about love woo Am I really crazy for you Woo-woo-huh-yeah It’s okay because it’s the two of us, Crazy in love crazy in love You and I are untainted Crazy in love crazy in love I believe you, I don’t doubt you Past, present and future, Crazy in love crazy in love Crazy in love crazy in love crazy in love Crazy in love crazy in love crazy in love I won’t doubt even when time passes Past, present and future, Crazy in love crazy in love Ice, ice I’m frozen You are the only fire that melts me There’s a line in a movie that says that love comes around I didn’t understand before but I understand now Zig zag this energy that I feel now It’s a primal feeling that beats the drums of the pulse I dance internally, I dream of you What are you gonna do about my excitement When I’m talking about love woo When you’re talking about love woo We may be apart but we have faith Thinking about us woo When I’m talking about love woo When you’re talking about love woo Am I really crazy for you Woo-woo-huh-yeah It’s okay because it’s the two of us, Crazy in love crazy in love You and I are untainted Crazy in love crazy in love I believe you, I don’t doubt you Past, present and future, Crazy in love crazy in love Crazy in love crazy in love crazy in love Crazy in love crazy in love crazy in love I fall in your eyes blue like the sea Ah, my head, is overflowing with the waves that are you Can’t stop it this feeling woo Can’t stop it you woo Can’t stop it crazy woo Woo-woo-huh-yeah Woo-woo-huh-yeah It’s okay because it’s the two of us, Crazy in love crazy in love You and I are untainted Crazy in love crazy in love I believe you, I don’t doubt you Past, present and future, Crazy in love crazy in love Crazy in love crazy in love crazy in love Crazy in love crazy in love crazy in love I won’t doubt even when time passes Past, present and future, Crazy in love crazy in"
21,when-i-grow-up,"The low-hanging sky I’m still looking at over and over again (looking) When I feel like nothing That’s when I think of you Just things like that inside (inside) Drifting across your heart I can never let go of I know i’m still a child now I can’t catch up to you yet Only a little while more As more time pass, When I grow up I’ll understand you more My love my love my love, my dear Don’t you dare let loose of my hands When I grow up, Things I think will change Everything, everything Is going to follow me, will only hurt my head When I grow up When I grow up When I grow up Only that phrase is stuck in my head It’s making me dizzy Making me dizzy, to understand your everything Might take alot of my energy Just things like that inside (inside) Drifting across your heart I can never let go of I know i’m still a child now I can’t catch up to you yet Only a little while more As more time pass When I grow up I’ll understand you more My love my love my love, my dear Don’t you dare let loose of my hands Woah~ woah~ I’m waiting just for u I’m waiting for you, I’m not losing you That is why, I’m still here When I grow up Things I think will change Everything, everything Is going to follow me, Will only hurt my head When I grow"
