,0,1
10,going-crazy,"It washes over me like rising fog I’m running out of breath, it’s killing me My scars are getting deeper, it keeps hurting (But it was you) I remember the nightmare of that day But it’s not like that this time You’re fading away Don’t know what you want The fog has lifted and things get clear All the lies pass by like a reel of film I hate you Woo, I’m going crazy Only a thick scar called you remains Not even able to erase it I’m going crazy Your face looks like nothing’s wrong Baby, won’t you stop? Your excuses are useless You drive me crazy The moment I blink, I get cut At the tip of your sharp tongue, just one moment My eyes, ears, hands, feet, so much more What have I seen and heard till now? Is my body even my own? I can’t control it The fog has lifted and things get clear All the lies pass by like a reel of film I hate you Woo, I’m going crazy Only a thick scar called you remains Not even able to erase it I’m going crazy Going crazy (Go go going crazy) My heart is racing as if it’ll explode I wanna know what’s next Adrenaline rush, spreading all throughout my body Don’t know what you do to me Oh The decision my rationale tells me is just one But my heart is shaking Call me crazy but I still want you Up and down like a rollercoaster Have I not learned my lesson yet? I’m falling into a tornado filled swamp I’m flailing, three times, four times, keeps repeating I hate you Woo, I’m going crazy Only a thick scar called you remains Not even able to erase it I’m going crazy Going crazy (Go go going crazy) I hate you Woo, I’m going crazy Upside down, you flip me inside out I can’t stop now I’m going crazy"
11,for-life,"A mystery came to me With a face of an angel Your warmth The only one who loves you Staying by your side Is that me? In the cold winter morning And a bit lonely in the night We’re here together The darkness has changed To light with you, tonight An unbelievable miracle Today, hugging you tightly Giving you my heart and soul Because you’re my everything in life, for life Even if I’m born again I can’t be with anyone but you A thousand words are not enough to express my mind, for life When you are tired or have a hard time I’ll be the person You want to lean on A person that’s like a Christmas tree With lots of presents Which I dreamt of when I was young Life is a long harmony We can be more beautiful As we’re melted in it Silence has changed (Silence has changed) To a song called you, tonight (To a song, tonight) [XM/SH] I want to listen to it forever Today, hugging you tightly Giving you my heart and soul Because you’re my everything in life, for life Oh even if I’m born again I can’t be with anyone but you I only want to look at you forever Everything isn’t going to be easy But I’ll protect you, for life This love, this love It will never end Oh, never gonna let you go Giving you my heart and soul Because you’re my everything in life, for life Oh even if I’m born again I can’t be with anyone but you I only want to look at you forever I only want to look at you forever For"
12,for-life-chinese-version,"You’re too beautiful for me to touch Like an angel, mesmerizing when I come closer Body temperature drops Please stay, don’t separate us There’s a person still here Loving you Winter has cold mornings and sad evenings But this time it all goes From cold to beautiful The dark night is covered In your light tonight This miracle will not come again Hug me tightly today, don’t go Giving you my heart and soul You complete my everything, for life Even if I am reborn You are still my motivation to move forward Afraid that no matter how much I Spoil and love you, it won’t be enough, for life When you’re tired I’ll be there I will straighten my back So you can lean on it During my childhood days I wanted to be A man as silent as a Christmas tree, who only knows how to give You and I, our everything Is like beautiful gentle music We’re different but still harmonious Silently getting replaced (Silently getting replaced) The song so fitting for the rhythm tonight (This song tonight) [XM/SH] I absolutely won’t change the TV channel Hug me tightly today, don’t go Giving you my heart and soul You complete my everything, for life Oh even if I am reborn You are still my motivation to move forward Love for a lifetime, unwavering gazes Hold my hand in times of difficulty Don’t be scared, I’m here, for life This love, this love When life ends it still exists Oh, never gonna let you go Giving you my heart and soul You complete what I’ve been waiting for Oh even if I am reborn You are still my motivation to move forward Love for a lifetime, unwavering gazes I only know that my love will never leave you For life"
13,lotto,"Yeah yeah yeah yeah Yeah yeah yeah yeah Oh Lotto-tto Oh yeah yeah Oh yeah yeah yeah Pretending not to be interested, avoiding your eyes Please understand, I have to risk my all Just passing by, oh yeah I can see that you’re way different from other girls I look back and luck will still find me Lipstick, Chateau, wine color (Lalalala) White champagne, shower with bubbles (Lalalala) It might only be once in my life My pressed down instincts are popping up What to do, I just hit the lotto (Lalalala) Oh oh oh Lotto Oh oh oh Lotto oh oh oh Oh oh oh Lotto Oh oh oh Lotto oh oh oh You’re my luck, you make me Throw my heart into a thread-like chance Now the others have their popcorn Waiting to see what happens to us (Ah baby) I hear a sound from far away No way (No way no way no) Just have fun, oh yeah Everything changes, oh yeah Even the air is different from today The world changes The night sky is filled with silver stars Lipstick, Chateau, wine color (Lalalala) White champagne, shower with bubbles (Lalalala) It might only be once in my life My pressed down instincts are popping up I’m shouting louder towards you (Lalalala) Oh oh oh Oh oh oh louder Oh oh oh louder oh oh oh Oh oh oh louder Oh oh oh louder oh oh oh Don’t lose this moment We’re going crazy, my lucky lady This day will be remembered once again I’m thirsty even now, there’s still so much to give you I don’t need no money, I just need you I want you so bad Put it all on me (Oh yeah) Lipstick, Chateau, wine color (Lalalala) (Chateau, Chateau all over) White champagne, shower with bubbles (Lalalala) (White champagne on me) It might only be once in my life My pressed down instincts are popping up (Instincts are popping up) [Baek/Chan] What to do, I just hit the lotto (Lalalala) (Yeah oh) Yeah yeah yeah yeah Yeah yeah yeah yeah (Just hit the lotto woo yeah) Lotto oh oh oh Yeah yeah yeah yeah (Yeah yeah yeah yeah yeah) Yeah yeah yeah yeah (Hit the lotto whoo yeah) You’re Lotto"
14,lotto-chinese-version,"Yeah yeah yeah yeah Yeah yeah yeah yeah Oh Lotto-tto Oh yeah yeah Oh yeah yeah yeah Before leaving I purposefully leave a flirting glance I understand what’s needed to love you, it gets crazier I’m already mesmerized, oh yeah You make all the women here hide their faces No matter how I pretend I can’t avoid this godsend luck Lipstick, Chateau, wine red color (Lalalala) White champagne, shower in the foam (Lalalala) The once in a lifetime bloom, no second chance My constrained desires have now erupted What to do? I just hit the lotto (Lalalala) Oh oh oh Lotto Oh oh oh Lotto oh oh oh Oh oh oh Lotto Oh oh oh Lotto oh oh oh Don’t bother thinking about the odds of winning Let go and bet my everything Don’t care about all the passer-by’s chewing popcorn And staring at us with jealousy (Ah baby) From afar comes the voice No way (No way no way no) Enjoy it, oh yeah Set the fate and leave, oh yeah Everything will start to change If the air has an ignition point I will ignite the silver stars Lipstick, Chateau, wine red color (Lalalala) White champagne, shower in the foam (Lalalala) The once in a lifetime bloom, no second chance My constrained desires have now erupted Calling out to you louder (Lalalala) Oh oh oh Oh oh oh louder Oh oh oh louder oh oh oh Oh oh oh louder Oh oh oh louder oh oh oh Wonderful moments are priceless We’re going crazy, my lucky lady You are already going down in history Until now my heart still desires I will give you much more I don’t need no money, you’re my lotto If you want me to give you up, it’s too late You should pour your all into it (Oh yeah) Lipstick, Chateau, wine red color (Lalalala) (Chateau Chateau all over) White champagne, shower in the foam (Lalalala) (White champagne on me) The once in a lifetime bloom, no second chance My constrained desires have now erupted (My desires have now erupted) It’s nothing, I just hit the lotto (Lalalala) (Yeah oh) Yeah yeah yeah yeah Yeah yeah yeah yeah (Just hit the lotto woo yeah) Lotto oh oh oh Yeah yeah yeah yeah (Yeah yeah yeah yeah yeah) Yeah yeah yeah yeah (Hit the lotto whoo yeah) This Lotto (Lalalala)"
15,call-me-baby,"This street is completely crazy Strangers in between people Every moment that we’re together Like boom boom boom boom boom What up Hey girl, that one moment felt like eternity (the fate-like moment) When you pierced into me in just one moment (like lightning, in this world) You called my name and came to me It’s amazing, like a flash of light You fill me up the moment I see you, oh my Sit here comfortably and listen to my story now Oh I don’t care Even if I have to go far I’ll be the one man to be by your side You seeped into my dry lips And woke me up The time’s wasting girl So don’t wait, don’t wait too long There are many who shine But look at what’s real among them Call me baby, Call me baby Call me baby, Call me baby (You know my name girl) My heart grows bigger for you And it closes its door for everyone else but you (You know I’m here girl) Call me baby, Call me baby, Call me baby, Call me baby Even if it’s many times, Call me girl You make me exist as myself You’re the only one in my world You’re the one, You’re the one Girl you’re the one I want There are many who shine But look at what’s real among them Call me baby, Call me baby Call me baby, Call me baby (You know my name girl) Even if it’s many times, Call me girl Baby girl, even among all the greed And all the words You showed that you believe in me Even if everyone changes and leaves me You are my lady All I need is for you to hold my hand There are many who shine But look at what’s real among them Call me baby, Call me baby Call me baby, Call me baby (You know my name girl) My heart grows bigger for you And it closes its door for everyone else but you (You know I’m here girl) Call me baby, Call me baby Call me baby, Call me baby I was once trapped in a dark maze (in the darkness) But I hear your voice that woke me up You made me be born again Yeah E-X-O Listen! Say my name (Louder) If you become my light And pull me through This chaotic place (what up) I’ll hold you and never change I’ll hold you and face those who left me Never don’t mind about a thing You came into the big emptiness in my heart In this shaking world (whoo babe) You were the only one who became my light Girl you’re the one I want (You’re the one I want) There are many who shine But look at what’s real among them Call me baby, Call me baby Call me baby, Call me baby (You know my name girl) (I’ll be your baby yeah- Ho!) You make me exist as myself (You know I’m here girl) You’re the only one in my world You’re the one, You’re the one Girl you’re the one I want (You’re the one that I want) There are many who shine But look at what’s real among them Call me baby, Call me baby Call me baby, Call me baby Even if it’s many times, Call me"
16,call-me-baby-chinese-version,"Call me baby The streets are filled with noise Call me baby From every stranger on it Call me baby The moments when we are together Like BOOM BOOM BOOM BOOM BOOM What up Hey girl the moment that felt like eternity (the moment like destiny) Then moment when you pierced into me (like a fast thunder and lightning ) You called my name And you come to me from afar I’m surprised at the bright light you emit When I met you oh my Sit here comfortably And listen to my every word Oh I don’t care even if the road is far Just to arrive On your side I’ll be the one and only man You quietly crept into my lips And awakened my soul from deep sleep The time’s wasting girl So don’t wait, don’t wait too long The resplendence is unreal, I’m tingling You need to have your eyes wide open Call me baby Call me baby Call me baby Call me baby (You know my name girl) My love increases every day I’ll leave the left side of my heart wide open for you (You know I’m here girl) Call me baby Call me baby Call me baby Call me baby It’s ok to call me any time Call me, girl You’re the one who make me myself In my world there’s only You’re the one, You’re the one Girl you’re the one I want The resplendence is unreal, I’m tingling You need to have your eyes wide open (You know my name girl) Call me baby Call me baby Call me baby Call me baby It’s ok to call me any time Call me, girl Baby girl Among the countless greed You refuse to accept their gossip And you’re still full of confidence for me People often change their heart and leave me You are my only Lady Grab my hand tightly The resplendence is unreal, I’m tingling You need to have your eyes wide open Call me baby Call me baby Call me baby Call me baby (You know my name girl) My love increases every day I’ll leave the left side of my heart wide open for you (You know I’m here girl) Call me baby Call me baby Call me baby Call me baby Trapped inside a dark maze Oh I am in darkness Passing through my ears, you awaken my voice I am born because of you E-X-O Listen! Say my name (Louder) From inside the chaotic space You rescued me and haven’t given up on me You become the light that illuminates me (What up) I will hold onto you and never change I will hold onto you and face those Who left me Never don’t mind about a thing You will fill the space in my empty heart In this dangerous chaotic world (Whoo- Babe) Girl you’re the one I want The only shining incomparable brilliance is you (You’re the one I want) The resplendence is unreal, I’m tingling You need to have your eyes wide open Call me baby Call me baby Call me baby Call me baby (You know my name girl) (I’ll be your baby yeah- Ho!) It’s you who make me myself (You know I’m here girl) In my world there’s only You’re the one, You’re the one Girl you’re the one I want The resplendence is unreal, I’m tingling You need to have your eyes wide open Call me baby Call me baby Call me baby Call me baby Call me any time Call me, girl"
17,my-answer-chinese-version,"I appear to have A sunny smile on my face But I am often all alone I maintain my silence Pretending I’m very free and at ease But I have something that I want to say The first time I saw you I was attracted to you I don’t have any struggling complicated thoughts But I want to say The answer is you My answer is you For a long time I’ve had my heart wide open for you You are my everything I am so sure I should be more careful And cherish myself more So that I won’t get hurt It seems as if I’m almost unable to breathe This is the first time that I’ve felt this way My mind is filled with you I saw your facial expression And heard your laughter The answer is you (That is you) My answer is you (Only you) For a long time I’ve had my heart wide open for you You are my everything I am so sure The simple sentence “I’m waiting for you” But I’m unable to say what I’ve written down and erase it again I close my eyes to try and guess what you’re doing I repeat this all day long I am waiting for you, you, you Open up your heart, you, you My out of control feelings are raging You are my everything Until forever, my love (Oh I’m nothing) Don’t leave me Just please let me stay by your side (Just please let me stay by your side) Even if I think about it some more it’ll be the same (Oh it’s you) My answer It’s you It’s"
18,exodus-chinese-version,"Yeah, babe. My queen You control my mind Stand up! Please don’t go, but your answer is still no My heart has been shattered Sparkling as they hang in mid-air I’ve become entranced because of you, surrounded, there is no exit Eventually, I come back to my original place Trapped in love’s maze Your beauty is so blinding So bright that the sun nearly cannot be seen In that moment, I closed my eyes Even the raging fire in front of me Is covered by your brightness Lighting up all of my emotions You are like a dream, the most cruel queen Hiding your striking beauty, leaving me entranced Dangerous Dangerous She’s so dangerous The loneliness that flourishes, spreads in my dreamland I forcefully tear it away, escape in another direction Exodus Exodus It’s my Exodus Stand back! I shout the domino in my heart I fall for you Yet you don’t even blink once in my direction There’s no turning back There’s nothing I can do I deeply sigh My whole body has no more strength girl You’re shock in my mind Your words echo and fill my entire world I can’t hear anything except you They can say whatever they want I would not even listen to it I am solely focused on missing you You are like a dream, the most cruel queen Hiding your striking beauty, leaving me entranced Dangerous Dangerous She’s so dangerous The loneliness that flourishes, spreads in my dreamland I forcefully tear it away, escape in another direction Exodus Exodus It’s my Exodus You heart is like a clear castle wall I am the only prisoner, sacrificing freedom for love I’ve gone crazy for you, don’t want to lie anymore My heart is beating for you, my heart hurts for you She’s dangerously hot In your embrace, I’m the weak king I abandoned everything just to have you Dangerous Dangerous She’s so dangerous From your embrace I am looking for a road to escape Running towards the light at the exit, running away from your sweetness Exodus Exodus It’s my Exodus Yeah she’s a dangerous girl Exodus"
19,el-dorado-chinese-version,"I had the same dream In an empty desert At the far end is a dazzling city That vanish before we get there To get to the place I want to reach But i’m not scared it’s far away and It’s a hard journey Even if there’s no way to fully affirm No way to predict the future I will still go Find the El Dorado Right now I’m preparing to move forward It will be risky Very fatal, and dangerous Follow closely the ray of light unfolded in front of our eyes Move towards the tomorrow that nobody knows about After this long stel, it will turns into a legend The El Dorado Even though one day we will end up in the raging storm As long as we’re together There is no need to be afraid oh El Dorado rado To find the paradise Sail sail sail gotta gotta go go Gotta find the El Drado El Dorado do Sail sail sail gotta gotta go go Gotta find the El Dorado El Dorado I might hear a soundless wind blowing Where did that blow come from? A golden melody Close your eyes and it will be more evident I can hear it clearly The mysterious place in my heart There’s no way to predict the end There’s no way to return to the start Find the El Dorado This place is calling me I will never stop at this place And remains still Follow closely the ray of light unfolded in front of our eyes Move towards the tomorrow that nobody knows about After this long step, it will turns into a legend The El Dorado Even though one day we will end up in the raging storm As long as we’re together There is no need to be afraid oh El Dorado rado At a faraway place Even with big sand wave rolling torrentially at me This is my destiny, that is El Dorado Sail sail sail gotta gotta go go Gotta find the El Dorado El Dorado No matter how rough the journey is, get over all the obstacles The road in front is getting brighter Because we faced this all together No pain No gain This is the unknown world Ten fingers put together This kind of energy, we are the one Now we’re here Infinite time has brushed past us We’re anticipating the start of the future miracle in front of our eyes even more That’s right believe in me, every face says, prove yourself That faith was never wrong Follow closely the ray of light unfolded in front of our eyes Move towards the tomorrow that nobody knows about After this long step, it will turns into a legend The El Dorado Standing under the same sky Under the same name we are one body Trust in each other oh El Dorado rado Sail sail sail gotta gotta go go Gotta find the El Dorado El Dorado do Sail sail sail gotta gotta go go Gotta find the El Dorado El Dorado At a faraway place Even with big sand wave rolling torrentially at me We fight together, to reach El Dorado Sail sail sail gotta gotta go go Gotta find the El Dorado El"
