,0,1
22,so-what,"

방탄소년단의 so what 가사


somebody call me right one
somebody call me wrong
난 신경 쓰지 않을래
너도 그럼 어때
so what
let go

한숨 그 안에 많은 걱정이 숨어있네
고민 그만해 너는 이미 다 알고 있지
이 길의 중간에 포기하고 싶은 순간에
더 크게 소리질러봐
so what what what
내 맘대로 되는 건 없고
숨을 곳은 뭐 더더욱 없어
이미 주사윈 던져진 지 오래
꾸물대단 휩쓸려가겠지 oh bae
고민들의 9할은 니가 만들어 낸 상상의 늪
고민보다 go go 쫄지마렴 cheer up
소리쳐봐 so what what

we are we are we are
young & wild & free
답도 없는 고민 고민
그 속에 빠져 있지 마
경계선 위에서 위태롭다 해도
웃고 떠들며 바람을 가르자
때론 바보같이 멍청이 달리기
실수와 눈물 속에 we just go

so what
멈춰서 고민 하지마
다 쓸데 없어
let go
아직은 답이 없지만
you can start the fight

so what
oh oh oh oh oh oh oh oh oh oh
oh oh oh oh oh oh
let go
oh oh oh oh oh oh oh oh oh oh
oh oh oh oh oh oh
so what

ay 누군 일들이 싫대
ay 누군 쉬고만 싶대
ay 그들의 고통과 피폐
ay 모두 내게 몰아칠 때
ay 어떡하긴 뭐 어떡해 uh
답은 하나밖에 없기에 uh
그냥 믿고 달려보자고
so what?

i don’t wanna die right now
i don’t wanna i don’t wanna fight right now
걱정이 싫어 인생은 길어
걍 가 i wanna live right now
브레이크 부러졌으니 밟아 엑셀
이러나 저러나 사람 신세
다 안다면 무슨 재미냐
고통은 내 훈장
그래서 so what?

we are we are we are
young & wild & free
답도 없는 고민 고민
그 속에 빠져 있지 마

경계선 위에서 위태롭다 해도
웃고 떠들며 바람을 가르자
때론 바보같이 멍청이 달리기
실수와 눈물 속에 we just go

so what
멈춰서 고민 하지마
다 쓸데 없어
let go
아직은 답이 없지만
you can start the fight

so what
oh oh oh oh oh oh oh oh oh oh
oh oh oh oh oh oh
let go
oh oh oh oh oh oh oh oh oh oh
oh oh oh oh oh oh

somebody call me right one
somebody call me wrong
난 신경 쓰지 않을래
너도 그럼 어때

so what
멈춰서 고민 하지마
다 쓸데 없어
let go
아직은 답이 없지만
you can start the fight

so what
oh oh oh oh oh oh oh oh oh oh
oh oh oh oh oh oh
let go
oh oh oh oh oh oh oh oh oh oh
oh oh oh oh oh oh
so what

somebody call me right one
somebody call me wrong
난 신경 쓰지 않을래
너도 그럼 어때

"
23,intro,"

[instrumental]
wake up!

"
24,crystal-snow,"

bts クリスタルスノー 歌詞

[verse 1: jungkook]
雪積もるように 確かめているよ
君がくれたもの 生きてく勇気

[verse 2: j-hope]
ay, あらゆる時間　越えて出逢ったんだ
それで how do we do？果たせる？
この不確か状態 love

[verse 3: v]
思ったより　世界は早くて
how we gonna change it？
we don’t know yet
でもきっと

[pre-chorus: jimin and v]
(eh) 愛、僕らの胸に uh yeah
slowly響きだして

[chorus: jimin, jin , jungkook , v]
君を抱き締めたい 消えてしまう前に もう一度
ah どこまでも 舞い上がる crystal
ねぇ何もいらないから　もう少しだけ 感じてたい
can i touch your heart？
触れたくても　すり抜けていく
oh someday? someday...

[verse 4: v and jungkook]
小さな笑顔が なぜか苦しい
how can i be closer uh?
この想いは何故 答えが出ない
how i am gonna find it？
どうやって？
oh let me know

[verse 5: suga]
曖昧な形ばかり crystal snow
報われない story なんて もうムリ
eh この手で変えてみせるのに

[pre-chorus #2: jin]
(eh) surely 誓えるのに

[chorus: jimin, jin , jungkook , v]
君を守りたくて 涙に変わる前に もう一度
願う程に 届かない crystal
100年先になっても 次の一歩は君とがいい
can i be your one
星ひとつない雪の夜空
oh someday? someday...

[bridge: rm and jungkook]
もう二人は遥か遠い
一つのはずなのに
今では僕らを
彩る絵の具など
選べやしない黒い息も
深い君の白い霧も
i feel, i feel, i feel, i feel (oh yeah)
oh crystal snow, crystal snow
真っ白なその中で
君が僕を通り過ぎ (yeah) 水になろうと胸でまだ流れてる (yeah)
(奏でてる)
輝くもの全てに映る
光る君を見つめてる
待ってるさまたどこでも
会いたい嘘でも　握ってこの手を

[pre-chorus #3: v and jin]
愛する温度が 溶け出す メロディ
確かな 温もりよ 永遠(とわ)に続け

[chorus: jimin, jin , jungkook , v]
君を抱き締めたい 消えてしまう前に もう一度
叶えるため 舞い上がる crystal
ねぇ言葉足りないけど ありのままでも伝えるから
can i touch your heart
信じて欲しい 迎えに行くよ
someday, someday...

[outro: jungkook, v, jimin, jin]
it’s always you, it’s always you, crystal snow
(let me see your smile,oh baby, eh)
it’s always you, it’s always you, crystal snow
(let me feel your love,そう どこまでも fuu)
it’s always you, it’s always you, crystal snow
(let me feel your love, our crystal snow yeah)
it’s always you, it’s always you, crystal snow
oh yeah
crystal snow, oh, ohh
どこまでも baby crystal snow

"
25,let-go,"

[hook: jungkook, jimin]
さよならの
前に let go
でも心の迷路
の中で迷う
ステレオから monoへ
分かれ道 はそう

[verse 1: rm]
これが散りゆく運命ならば
my last letter
綴る言葉、書いては消してる
君への想いはso many to let go
unpuzzle my lego
元の形に戻れないlevel
so be it don’t cry
i’ma let you go and fly

[verse 2: suga]
忙しなくする日々
keeping myself busy
紛らわすため埋め込んだschedule
でも忘れられないよ
脳裏に焼き付いてるlike tattoo
あの頃には戻れないね
出来ることならcall your name
no…but 受け止めるyour blame
本当にit is time to say goodbye

[hook: v, jin]
さよならの
前に let go
でも心の迷路
の中で迷う
ステレオから monoへ
分かれ道 はそう
続くだろう

[chorus: jungkook, jimin, v, jin]
今君の手を
離せるように
i gotta let you know
that i need to let you go
hard to say goodbye
でも逃げない
i’m ready to let go
i’m ready to let go
i’m ready to let go

[verse 3: j-hope]
今頃どこで何をしてる
遠く離れて誰を想う
君がいない生活はもう、
unbelievable
それでも行くしかねーんだ
俺が愛し過ぎた人
絡み過ぎて絡みあった糸
解けなくなって別の道を歩む
そのためにi’ll say goodbye

[hook 2: jin, jungkook]
始まりはいつの日も
雨の中隠した涙の先に
待ってるやり直そう
また未来で笑顔で
会えるように

[chorus: jungkook, jimin, v, jin]
今君の手を
離せるように
i gotta let you know
that i need to let you go
hard to say goodbye
でも逃げない
i’m ready to let go
i’m ready to let go
i’m ready to let go

[hook: jin, v, jungkook, jimin]
二人で見た空の色
二人がいた道の香り
忘れないでいて

[chorus: jin, jimin, jungkook, v]
今君の手を
離せるように
i gotta let you know
that i need to let you go
hard to say goodbye
でも逃げない
i’m ready to let go
i’m ready to let go
i’m ready to let go
i’m ready to let go
i’m ready to let go

"
26,introduction-youth,"

romaji

hm hm.. yeah, eoh
(everything) youth
(e-everything) has no age
(hirahira mau hanabira no shawā)
it just stays there
(fire~) beautifully
(kimi shika aise nai dōse)
and it’s everyone who’s chasing their dreams
like rap mon, jin, suga, j-hope, jimin, v and jung kook
we’re one of them who is chasing our stars
so you can call us young, and we’ll never get old

fall (everything)
fall (everything)
fall (everything)
run run run tomare wa shi nai n da
(nai n da nai n da)
fall (everything)
fall (everything)
fall (everything)
run run run tomare wa shi nai n da
(nai n da nai n da)

oh girl
( buri to buri to shira nai shi wa nani mo)
oh girl
( buri to buri to kuzuredasu konnanimo)
(oh girl)

(run~) don’t tell me bye bye
(run~) you make me cry cry (oh girl)
(run~) don’t tell me bye bye
(run~) you make me cry cry

i need you girl, i need you girl
zenbu hai ni shi na bow wow wow
arinomama (bow wow wow)
hashiridasu no sa (i need you girl)
i need you girl, i need you girl
zenbu hai ni shi na bow wow wow
la la la la la (aye aye) la la la la la
īwake wa ira nai mō

everything, e-everything
hirahira mau
hanabira no shawā
(fire~) kimi shika aise nai dōse
everything, e-everything
hirahira mau
hanabira no shawā
(fire~)mune ni kiraware te mo

youth

"
27,serendipity,"

[verse 1]
이 모든건 우연이 아냐
그냥 그냥 나의 느낌으로
온 세상이 어제완 달라
그냥 그냥 너의 기쁨으로
네가 날 불렀을 때 나는 너의 꽃으로
기다렸던 것 처럼 우리 시리도록 펴
어쩌면 우주의 섭리 그냥 그랬던 거야
you know, i know
너는 나, 나는 너

[pre-chorus]
설레는 만큼 많이 두려워 운명이 우릴 자꾸 질투해서
너만큼 나도 많이 무서워
when you see me
when you touch me
우주가 우릴 위해 움직였어
조금의 어긋남 조차 없었어
너와 내 행복은 예정됐던 걸
cause you love me and i love you

[chorus]
넌 내 푸른 곰팡이
날 구원해준 나의 천사 나의 세상
난 네 삼색 고양이 널 만나러 온
love me now
touch me now

[refrain]
just let me love you (let me, love, let me love you)
just let me love you (let me, love, let me love you)
우주가 처음 생겨났을 때부터 모든 건 정해진 거였어
just let me love you (let me, love, let me love you)

[outro]
let me love, let me love you
let me love, let me love you

"
28,pied-piper,"

[방탄소년단의 ""pied piper"" 가사]

[verse 1: jungkook]
나쁜 거라 더 좋은 거야
속으론 알고 있잖아
이젠 멈춰지지 않는 거야 (you can’t stop)
좀 더 솔직해져봐

[verse 2: rm]
stop
이제 그만 보고 시험공부해
니 부모님과 부장님 날 미워해
봤던 영상 각종 사진 트위터
브이앱 본보야지
알아 좋은 걸 어떡해
그만해 뮤비는 나중에 해석하고
어차피 내 사진 니 방에도 많잖어
한 시간이 뭐야 일이년을 순삭해
이 노랜 내가 네게 주는 상
착해

[pre-chorus: jin, v]
벌 받는 건 아니잖아
이리 와 난 너의 paradise
can't close your eyes
can't close your eyes
발버둥쳐봐도 더는 소용없을 걸
(날 거부하지 마)
그냥 눈을 감고 귀 기울여봐

[chorus: jimin, jungkook]
피리소릴 따라와 이 노래를 따라와
조금 위험해도 나 참 달잖아
널 구하러 온 거야 널 망치러 온 거야
니가 날 부른 거야 봐 달잖아
피리소릴 따라와
i'm takin' over you
i'm takin' over you

[verse 3: v, suga]
이미 시작된 걸 알잖아
그 소릴 듣게 된 순간
어쩌면 그래 나는 조금 위험해
널 이끄는 피리 부는 사나이처럼
나는 너를 시험해
알면서도 이끌리는 선악과처럼

[verse 4: j-hope]
내 피리는 모든 걸 깨워
그 소린 널 애태워 더
이끌려 반응하는 너
끊임없이 숨을 불어내
난 너의 guilty pleasure
헤어나올 순 없어
never

[pre-chorus: jungkook, jimin]
벌 받는 건 아니잖아
이리 와 난 너의 paradise
can't close your eyes
can't close your eyes
발버둥쳐봐도 더는 소용없을 걸
(날 거부하지 마)
그냥 눈을 감고 귀 기울여봐

[chorus: jin, v]
피리소릴 따라와 이 노래를 따라와
조금 위험해도 나 참 달잖아
널 구하러 온 거야 널 망치러 온 거야
니가 날 부른 거야 봐 달잖아

[bridge: jungkook]
그래 내가 좀 위험해
나도 나를 감당 못해
걱정 마 나의 손은
너에게만 따뜻해 따뜻해

[outro: jimin, jungkook]
만약에 내가 널
망치고 있는 거라면
나를 용서해줄래
넌 나 없인 못 사니까
다 아니까
i'm takin' over you
i'm takin' over you

"
29,boy-meets-evil,"

방탄소년단의 interlude: 뭐해  가사

뭐해?

뭐해?

뭐해?

"
30,begin,"

방탄소년단의 begin 가사

[verse 1]
아무것도 없던 열다섯의 나
세상은 참 컸어 너무 작은 나
이제 난 상상할 수도 없어
향기가 없던 텅 비어있던 나 나
i pray

[verse 2]
love you my brother 형들이 있어
감정이 생겼어 나 내가 됐어
so i’m me
now i’m me

[hook]
you make me begin
you make me begin
you make me begin
(smile with me smile with me
smile with me)
you make me begin
(smile with me smile with me)

[verse 3]
참을 수가 없어
울고 있는 너
대신 울고 싶어
할 순 없지만

[hook]
you make me begin
you make me begin
you make me begin
(cry with me cry with me
cry with me)
you make me begin
(cry with me cry with me)

[verse 4]
죽을 것 같아 형이 슬프면
형이 아프면 내가 아픈 것보다 아파
brother let’s cry cry 울고 말자
슬픔은 잘 모르지만 그냥 울래
because because

[hook]
you made me again
you made me again
you made me again
(fly with me fly with me fly with me)
you made me again
(fly with me fly with me)
you make me begin
you made me again

"
31,lie,"

방탄소년단의 lie 가사

[verse 1]
내게 말해
너의 달콤한 미소로 내게
내게 말해
속삭이듯 내 귓가에 말해
don’t be like a prey
be smooth like a like a snake
벗어나고 싶은데

[pre-chorus]
ah woo woo
내게서 떠나 떠나 떠나줘
내게서 떠나 떠나줘
ah woo woo
뭐라도 나를 나를 구해줘
나를 구해줘
계속돼 도망쳐봐도
거짓 속에 빠져있어

[chorus]
caught in a lie
순결했던 날 찾아줘
이 거짓 속에 헤어날 수 없어
내 웃음을 돌려놔줘
caught in a lie
이 지옥에서 날 꺼내줘
이 고통에서 헤어날 수 없어
벌받는 나를 구해줘

[verse 2]
나를 원해
길을 잃고 헤매이는 나를
나를 원해
매일 그랬듯 나
i feel so far away
you always come my way
또 다시 반복돼 난

[pre-chorus]
ah woo woo
내게서 떠나 떠나 떠나줘
내게서 떠나 떠나줘
ah woo woo
뭐라도 나를 나를 구해줘
나를 구해줘
계속돼 도망쳐봐도
거짓 속에 빠져있어

[chorus]
caught in a lie
순결했던 날 찾아줘
이 거짓 속에 헤어날 수 없어
내 웃음을 돌려놔줘
caught in a lie
이 지옥에서 날 꺼내줘
이 고통에서 헤어날 수 없어
벌받는 나를 구해줘

[bridge]
아직 나는 여전히 똑같은 나인데
예전과 똑같은 나는 여기 있는데
너무나 커져버린
거짓이 날 삼키려 해

[chorus]
caught in a lie
순결했던 날 찾아줘
이 거짓 속에 헤어날 수 없어
내 웃음을 돌려놔줘
caught in a lie
이 지옥에서 날 꺼내줘
이 고통에서 헤어날 수 없어
벌받는 나를 구해줘

"
32,stigma,"

방탄소년단의 stigma 가사

[verse 1]
숨겨왔어
i tell you something
그저 묻어두기엔
이젠 버틸 수가 없는 걸
왜 그땐 말 못 했는지
어차피 아파와서
정말 버틸 수가 없을 걸

[verse 2]
now cry
너에게 너무 미안할 뿐야
또 cry
널 지켜주지 못해서

[hook]
더 깊이 더 깊이 상처만 깊어져
되돌릴 수 없는
깨진 유리 조각 같아
더 깊이 매일이 가슴만 아파져
내 죄를 대신 받던
연약하기만 했던 너

[verse 3]
그만 울고 tell me something
용기 없던 내게 말해봐
그 때 나한테 왜 그랬어

[verse 4]
미안 됐어 내게 무슨 자격 있어
이래보라고 저래보라고
너에게 말하겠어

[hook]
더 깊이 더 깊이 상처만 깊어져
되돌릴 수 없는 깨진 유리 조각 같아
더 깊이 매일이 가슴만 아파져
내 죄를 대신 받던
연약하기만 했던 너

[verse 5]
i’m sorry i’m sorry
i’m sorry my brother
숨겨도 감춰도 지워지지 않어
are you calling me a sinner
무슨 말이 더 있겠어

[verse 6]
i’m sorry i’m sorry
i’m sorry my sister
숨겨도 감춰도 지워지지 않어
so cry
please dry my eyes

[outro]
저 빛이 저 빛이 내 죄를 비춰줘
돌이킬 수 없는
붉은 피가 흘러내려
더 깊이 매일이 죽을 것만 같아
그 벌을 받게 해줘
내 죄를 사해줘
제발

"
33,first-love,"

방탄소년단의 first love 가사

[hook]
내 기억의 구석
한 켠에 자리잡은 갈색 piano
어릴 적 집 안의 구석
한 켠에 자리잡은 갈색 piano

[verse 1]
그때 기억해
내 키보다 훨씬 더 컸던
갈색 piano 그게 날 이끌 때
널 우러러보며 동경했었네
작은 손가락으로 널 어루만질 때

[verse 2]
i feel so nice mom i feel so nice
그저 손 가던 대로 거닐던 건반
그땐 너의 의미를 몰랐었네
바라보기만 해도 좋았던 그때

[verse 3]
그때 기억해 초등학교 무렵
내 키가 너의 키보다
더 커졌던 그때
그토록 동경했던 널 등한시하며
백옥 같던 건반 그 위
먼지가 쌓여가며
방치됐던 니 모습
그때도 몰랐었지
너의 의미 내가 어디 있든
넌 항상 그 자릴
지켰으니 그런데 그게
마지막이 될 줄 몰랐네
이대론 가지 마 you say

[verse 4]
내가 떠나도 걱정은 하지 마
넌 스스로 잘 해낼 테니까
널 처음 만났던 그때가 생각나
어느새 훌쩍 커버렸네 니가
우리 관계는 마침표를 찍지만
절대 내게 미안해 하지 마
어떤 형태로든
날 다시 만나게 될 거야
그때 반갑게 다시 맞아줘

[verse 5]
그때 기억해 까맣게 잊고 있었던
널 다시 마주했던 때 14살 무렵
어색도 잠시 다시 널 어루만졌지
긴 시간 떠나있어도
절대 거부감 없이
날 받아줬던 너
without you i am nothing
새벽을 지나서 둘이서
함께 맞는 아침
영원히 너는 나의 손을 놓지 마
나도 다시 널 놓지 않을 테니까

[verse 6]
그때 기억해 나의 십대의 마지막을
함께 불태웠던 너 그래 한 치 앞도
뵈지 않던 그때 울고 웃고
너와 함께여서 그 순간조차
이제는 추억으로
박살난 어깰 부여잡고 말했지
나 더 이상은 진짜 못하겠다고
포기하고 싶던 그때마다
곁에서 넌 말했지
새꺄 너는 진짜 할 수 있다고
그래 그래 그때 기억해
지치고 방황했었던
절망의 깊은 수렁에 빠졌던 그때
내가 널 밀어내고
널 만난 걸 원망해도
넌 꿋꿋이 내 곁을 지켰지
말 안 해도
그러니 절대 너는 내 손을 놓지 마
두 번 다시 내가 널
놓지 않을 테니까
나의 탄생 그리고 내 삶의 끝
그 모든 걸 지켜볼 너일 테니까

[hook]
내 기억의 구석
한 켠에 자리잡은 갈색 piano
어릴 적 집 안의 구석
한 켠에 자리잡은 갈색 piano

"
34,reflection,"

방탄소년단의 reflection 가사

[verse 1]
i know
every life’s a movie
we got different stars and stories
we got different nights and mornings
our scenarios ain’t just boring
나는 이 영화가 너무 재밌어
매일매일 잘 찍고 싶어
난 날 쓰다듬어주고 싶어
날 쓰다듬어주고 싶어
근데 말야 가끔 나는
내가 너무너무 미워
사실 꽤나 자주 나는
내가 너무 미워
내가 너무 미울 때 난 뚝섬에 와
그냥 서 있어 익숙한 어둠과
웃고 있는 사람들과
나를 웃게 하는 beer
슬며시 다가와서
나의 손을 잡는 fear
괜찮아 다 둘셋이니까
나도 친구가 있음 좋잖아

[verse 2]
세상은 절망의 또 다른 이름
나의 키는 지구의 또 다른 지름
나는 나의 모든 기쁨이자 시름
매일 반복돼 날 향한 좋고 싫음
저기 한강을 보는 친구야
우리 옷깃을 스치면 인연이 될까
아니 우리 전생에 스쳤을지 몰라
어쩜 수없이 부딪혔을지도 몰라
어둠 속에서 사람들은
낮보다 행복해 보이네
다들 자기가 있을 곳을 아는데
나만 하릴없이 걷네
그래도 여기 섞여있는 게 더 편해
밤을 삼킨 뚝섬은 나에게
전혀 다른 세상을 건네
나는 자유롭고 싶다
자유에게서 자유롭고 싶다
지금은 행복한데 불행하니까
나는 나를 보네
뚝섬에서

[outro]
i wish i could love myself
i wish i could love myself
i wish i could love myself
i wish i could love myself
i wish i could love myself
i wish i could love myself
i wish i could love myself
i wish i could love myself

"
35,mama,"

방탄소년단의 mama 가사
[verse 1]
time travel 2006년의 해
춤에 미쳐
엄마 허리띠를 졸라맸지
아빠 반대에도 매일 달려들 때
아랑곳하지 않고
띄워주신 꿈의 조각배

[verse 2]
but 몰랐지 엄마의 큰 보탬이
펼쳐 있는 지름길 아닌
빚을 쥔 이 꿈의 길
always
문제의 money 어머닌 결국
go away
타지로 일하러 가셨어

[verse 3]
전화로
듣는 엄마의 목소리는 선명하고
기억나는 건
그때 엄마의 강인함이 내겐 변화구
정말로
꼭 성공해야겠다고 결심하고
그 다짐 하나로
지금의 아들로

[hook]
hey mama
이젠 내게 기대도 돼 언제나 옆에
hey mama
내게 아낌없이 주셨기에
버팀목이었기에
hey mama
이젠 아들내미 믿으면 돼 웃으면 돼
hey mama
hey mama

[verse 4]
hey mama
i’m sorry mama
하늘같은 은혜 이제 알아서 mama

[verse 5]
hey mama
so thanks mama
내게 피와 살이 되어주셔서 mama

[verse 6]
기억해 mom
문흥동 히딩크 pc방
브로드웨이 레스토랑
가정 위해 두 발 뛰는 베테랑
실패는 성공의 어머니 어머니
그런 열정과 성심을 배워
wanna be wanna be
이제 나도 어른이 될 때
새싹에 큰 거름이 되었기에
꽃이 되어 그대만의 꽃길이 될게
you walking on way way way

[hook]
hey mama
이젠 내게 기대도 돼 언제나 옆에
hey mama
내게 아낌없이 주셨기에
버팀목이었기에
hey mama
이젠 아들내미 믿으면 돼 웃으면 돼
hey mama
hey mama

[verse 8]
세상을 느끼게 해준
그대가 만들어준 숨
오늘따라 문득
더 안고 싶은 품
땅 위 그 무엇이 높다 하리오
하늘 밑 그 무엇이 넓다 하리오
오직 하나 엄마 손이 약손
그대는 영원한 나만의 placebo

[bridge]
i love mom

[verse 9]
hey mama
이젠 내게 기대도 돼 언제나 옆에
hey mama
내게 아낌없이 주셨기에
버팀목이었기에
hey mama
이젠 아들내미 믿으면 돼 웃으면 돼
hey mama
hey mama

[outro]
hey mama
이젠 내게 기대도 돼 언제나 옆에
hey mama
내게 아낌없이 주셨기에
버팀목이었기에
hey mama
이젠 아들내미 믿으면 돼 웃으면 돼
hey mama
hey mama

"
36,awake,"

방탄소년단의 awake 가사

[verse 1]
믿는 게 아냐
버텨보는 거야
할 수 있는 게
다 이것뿐이라서

[verse 2]
머물고 싶어
더 꿈꾸고 싶어
그래도 말야
떠날 때가 됐는걸

[verse 3]
yeah it’s my truth
it’s my truth
온통 상처투성이겠지

[pre-chorus]
but it’s my fate
it’s my fate
그래도 발버둥치고 싶어

[chorus]
maybe i i can never fly
저기 저 꽃잎들처럼
날갤 단 것처럼은 안 돼
maybe i i can’t touch the sky
그래도 손 뻗고 싶어
달려보고 싶어 조금 더

[verse 4]
이 어둠 속을 그냥 걷고 또 걷고 있어
행복했던 시간들이 내게 물었어
너 넌 정말 괜찮은 거냐고
oh no

[verse 5]
난 대답했어 아니 나는 너무 무서워
그래도 여섯 송이 꽃을 손에 꼭 쥐고
나 난 걷고 있을 뿐이라고
oh no

[pre-chorus]
but it’s my fate
it’s my fate
그래도 발버둥치고 싶어

[chorus]
maybe i i can never fly
저기 저 꽃잎들처럼
날갤 단 것처럼은 안 돼
maybe i i can’t touch the sky
그래도 손 뻗고 싶어
달려보고 싶어 조금 더

[bridge]
wide awake, wide awake, wide awake
don’t cry
wide awake, wide awake, wide awake
no lie
wide awake, wide awake, wide awake
don’t cry
wide awake, wide awake, wide awake
no lie

[chorus]
maybe i i can never fly
저기 저 꽃잎들처럼
날갤 단 것처럼은 안 돼
maybe i i can’t touch the sky
그래도 손 뻗고 싶어
달려보고 싶어
조금 더

"
37,lost,"

방탄소년단의 lost 가사

눈을 감고 아직 여기 서 있어
사막과 바다 가운데 길을 잃고서
여전히 헤매고 있어
어디로 가야 할지 yeah
이리도 많을 줄 몰랐어
가지 못한 길도 갈 수 없는 길도
i never felt this way before
어른이 되려는지

난 너무 어려운 걸 이 길이 맞는지
정말 너무 혼란스러
never leave me alone
그래도 믿고 있어 믿기지 않지만
길을 잃는단 건
그 길을 찾는 방법

lost my way
쉴 새 없이 몰아치는
거친 비바람 속에
lost my way
출구라곤 없는 복잡한 세상 속에
lost my way
lost my way
수없이 헤매도 난
나의 길을 믿어볼래

lost my way
found my way
lost my way
found my way

어디로 가는 개미를 본 적 있어
단 한 번에 길을 찾는 법이 없어
수없이 부딪히며 기어가는
먹일 찾기 위해
며칠이고 방황하는
you know
쓸모 있어 이 좌절도
난 믿어 우린 바로 가고 있어
언젠가 우리가 찾게 되면
분명 한 번에 집으로 와
개미처럼

아직은 어려운 걸 이 길이 맞는지
정말 너무 혼란스러
don’t you leave me alone
그래도 믿고 싶어 믿기지 않지만
길을 잃는단 건
그 길을 찾는 방법

lost my way
쉴 새 없이 몰아치는
거친 비바람 속에
lost my way
출구라곤 없는 복잡한 세상 속에
lost my way
lost my way
수없이 헤매도 난
나의 길을 믿어볼래

so long
기약 없는 희망이여 이젠 안녕
so long
좀 느려도 내 발로 걷겠어
이 길이 분명 나의 길이니까
돌아가도 언젠가 닿을 테니까
i never i will never
i will never lose my dream

lost my way
쉴 새 없이 몰아치는
거친 비바람 속에
lost my way
출구라곤 없는 복잡한 세상 속에
lost my way
lost my way
수없이 헤매도 난
나의 길을 믿어볼래

lost my way
found my way
lost my way
found my way

"
38,cypher-4,"

방탄소년단의 bts cypher 4 가사

[intro: rm]
이름, 이름 sorry bae
발음, 발음 sorry bae
딕션, 딕션, 딕션 sorry bae
oh, face not an idol sorry bae

[verse 1: rm]
숨쉬고 있어서 i’m sorry bae
너무 건강해서 i’m sorry bae
방송합니다 i’m sorry bae
errthing errthing errthing
sorry bae
지금 내가 내는 소리 bae
누군가에겐 개소리 bae
까는 패턴 좀 바꾸지 bae
지루해질라캐 boring bae
이젠 니가 안 미워
이젠 니가 안 미워 sorry bae
북이 돼줄게 걍 쎄게 치고 말어
그래 해보자 사물놀이 bae
난 괴물, 너무 길어 꼬리 bae
어차피 넌 날 쏘지 bae
그럴 바엔 편해 동물원이 bae
너도 원하잖아 씹을거리 bae
니가 날 싫어해도 you know me
니가 날 싫어해도 you know me
무플보단 악플이 좋아
난 널 몰라
but you know my name

[hook: rm]
i love i love i love myself
i love i love i love myself
i know i know i know myself
ya playa haters you should love yourself
brr

[verse 2: j-hope]
i wanna get 잠 time
쉴 틈 없이 받는 spotlight
ahh you wanna be my life?
굶주린 놈들은 내 총알받이나 해
곱게 접해 내 멋대로 도배된
무대로 연행 다 결백 (okay)
but 만족 못해 절대 여기에
나 올라 저 위에 높게 높게 높게
그래 방식은 다르지
곱씹어도 가는 길
한 땀씩 바느질
못 할 거면 매듭지어
이젠 안 돼 가능이
포기라는 발음이
i love ma rule 내 bro들과 하는 일
그들만의 리그의 플레이어
난 그 위 감독이 될 테니
다 될 대로해
1verse에 이어 난 더 큰 그림을 그릴 테니
평생
그 위치에서 쭉 외쳐봐라
‘dream come true’
명예와 부는 그게 아냐 you
다 결국 내 발바닥 츄
클릭해, 난 cat 다 mouse
골라 x 쳐 like kaws
난 내년 입주 ma house
에서 내 brick과 high five
눈뜨고 봐라 내 야망
귀 대고 들어라
처음이자 마지막이 될 말

[hook: rm]
i love i love i love myself
i love i love i love myself
i know i know i know myself
ya playa haters you should love yourself
brr

[verse 3: suga]
back back to the basic
microphone check
call me 뱁새 혹은 쎈캐
그래 rap game에 난 대인배
되게 해이해졌던
rap man들을 갱생하는 게
내 첫 번째의 계획 hashtag
sucka betta run 인스타 속 gang gang
그건 걔 인생이고
내 인생은 뭐 매일매일
payday, paycheck 손목 위엔 rolex
click clack to the bang bang
click clack to the pow
i’m so high 어딜 넘봐
니가 도움닫기를 해도 손 닿기엔 높아
꽤나 먼 차이 절대 못 봐
너의 똥차들의 콩깍지를
몽땅 벗겨놓은 다음
죄다 농락한 뒤 송장이 된

[verse 4: suga]
면상 위를 so fly
click clack to the bang, you and you
쉽게 얻은 게 하나도 없음에 늘 감사하네
니 인생이 어중간한 게 왜 내 탓이야
계속 그렇게 살아줘 적당하게
미안한데 앞으로 난 더 벌
건데 지켜봐줘
부디 제발 건강하게

[hook: rm]
i love i love i love myself
i love i love i love myself
i know i know i know myself
ya playa haters you should love yourself
brr

[outro: rm]
i love i love i love myself
i love i love i love myself
i know i know i know myself
ya playa haters you should love yourself
brr

"
